,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,closed_code,resolved_by,resolved_at,closed_at,resolution_time,categoria_num
502,INC0000178,Closed,False,0,0,3,True,Caller 1245,Opened by  180,29/2/2016 10:45,908,5/3/2016 12:00,Phone,Location 54,Category 20,Subcategory 103,2 - Medium,2 - Medium,3 - Moderate,Group 70,,True,False,Do Not Notify,code 6,Resolved by 15,29/2/2016 11:55,5/3/2016 12:00,1.1666666666666667,20.0
505,INC0000179,Closed,False,0,0,2,True,Caller 364,Opened by  40,29/2/2016 10:46,908,7/3/2016 10:00,Phone,Location 143,Category 53,Subcategory 271,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,False,Do Not Notify,code 6,Resolved by 215,2/3/2016 09:20,7/3/2016 10:00,46.56666666666667,53.0
508,INC0000192,Closed,False,0,0,2,True,Caller 1590,Opened by  131,29/2/2016 10:58,908,5/3/2016 12:00,Phone,Location 143,Category 45,Subcategory 200,2 - Medium,2 - Medium,3 - Moderate,Group 70,,True,False,Do Not Notify,code 7,Resolved by 66,29/2/2016 11:02,5/3/2016 12:00,0.06666666666666667,45.0
514,INC0000193,Closed,False,1,0,5,True,Caller 1452,Opened by  62,29/2/2016 10:59,908,6/3/2016 17:00,Phone,Location 204,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,True,False,Do Not Notify,code 6,Resolved by 76,1/3/2016 16:03,6/3/2016 17:00,29.066666666666666,37.0
517,INC0000194,Closed,False,0,0,2,True,Caller 4323,Opened by  180,29/2/2016 10:59,908,5/3/2016 12:00,Phone,Location 93,Category 42,Subcategory 224,2 - Medium,2 - Medium,3 - Moderate,Group 70,,True,False,Do Not Notify,code 6,Resolved by 85,29/2/2016 11:11,5/3/2016 12:00,0.2,42.0
521,INC0000195,Closed,False,0,0,3,True,Caller 952,Opened by  40,29/2/2016 11:00,908,7/3/2016 16:00,Phone,Location 136,Category 53,Subcategory 127,2 - Medium,2 - Medium,3 - Moderate,Group 54,,True,False,Do Not Notify,code 10,Resolved by 208,2/3/2016 15:15,7/3/2016 16:00,52.25,53.0
547,INC0000197,Closed,False,7,0,34,False,Caller 203,Opened by  131,29/2/2016 11:02,908,5/4/2016 11:59,Phone,Location 108,Category 45,Subcategory 200,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,True,Do Not Notify,code 9,Resolved by 153,31/3/2016 11:13,5/4/2016 11:59,744.1833333333333,45.0
553,INC0000204,Closed,False,0,0,3,True,Caller 1878,Opened by  501,29/2/2016 11:13,908,5/3/2016 17:00,Phone,Location 93,Category 53,Subcategory 168,3 - Low,3 - Low,4 - Low,Group 23,,True,False,Do Not Notify,code 17,Resolved by 62,29/2/2016 16:43,5/3/2016 17:00,5.5,53.0
558,INC0000207,Closed,False,0,0,4,True,Caller 3772,Opened by  131,29/2/2016 11:19,908,5/3/2016 21:00,Phone,Location 204,Category 9,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,True,False,Do Not Notify,code 6,Resolved by 24,29/2/2016 20:15,5/3/2016 21:00,8.933333333333334,9.0
563,INC0000211,Closed,False,0,0,6,True,Caller 803,Opened by  180,29/2/2016 11:23,908,8/3/2016 07:00,Phone,Location 93,Category 23,Subcategory 3,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 94,True,False,Do Not Notify,code 6,Resolved by 85,3/3/2016 06:46,8/3/2016 07:00,67.38333333333334,23.0
566,INC0000213,Closed,False,0,0,3,True,Caller 3459,Opened by  40,29/2/2016 11:25,908,5/3/2016 13:00,Phone,Location 2,Category 53,Subcategory 271,2 - Medium,2 - Medium,3 - Moderate,Group 70,,True,False,Do Not Notify,code 7,Resolved by 21,29/2/2016 12:53,5/3/2016 13:00,1.4666666666666666,53.0
574,INC0000217,Closed,False,2,0,8,False,Caller 220,Opened by  301,29/2/2016 11:48,908,24/3/2016 18:40,Phone,Location 55,Category 37,Subcategory 123,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,code 6,Resolved by 30,8/3/2016 09:27,24/3/2016 18:40,189.65,37.0
581,INC0000218,Closed,False,1,0,7,True,Caller 1969,Opened by  180,29/2/2016 11:53,908,5/3/2016 14:00,Phone,Location 93,Category 9,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 23,,True,False,Do Not Notify,code 6,Resolved by 85,29/2/2016 13:36,5/3/2016 14:00,1.7166666666666666,9.0
587,INC0000220,Closed,False,1,0,8,False,Caller 3342,Opened by  40,29/2/2016 11:56,241,17/3/2016 16:27,Phone,Location 40,Category 53,Subcategory 271,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,True,False,Do Not Notify,code 6,Resolved by 62,9/3/2016 17:24,17/3/2016 16:27,221.46666666666667,53.0
592,INC0000221,Closed,False,1,0,4,True,Caller 2303,Opened by  131,29/2/2016 11:58,908,7/3/2016 15:00,Phone,Location 143,Category 61,Subcategory 16,2 - Medium,2 - Medium,3 - Moderate,Group 74,Resolver 145,True,False,Do Not Notify,code 9,Resolved by 130,2/3/2016 14:06,7/3/2016 15:00,50.13333333333333,61.0
602,INC0000223,Closed,False,1,0,10,True,Caller 3342,Opened by  40,29/2/2016 12:01,908,8/3/2016 09:00,Phone,Location 40,Category 53,Subcategory 271,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 176,True,False,Do Not Notify,code 1,Resolved by 159,3/3/2016 08:57,8/3/2016 09:00,68.93333333333334,53.0
606,INC0000228,Closed,False,0,0,3,True,Caller 197,Opened by  301,29/2/2016 12:11,908,5/3/2016 17:00,Phone,Location 70,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,True,Do Not Notify,code 11,Resolved by 153,29/2/2016 16:08,5/3/2016 17:00,3.95,26.0
616,INC0000230,Closed,False,1,0,10,False,Caller 917,Opened by  55,29/2/2016 12:14,908,24/3/2016 18:40,Phone,Location 161,Category 55,Subcategory 270,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,True,False,Do Not Notify,code 10,Resolved by 143,7/3/2016 15:12,24/3/2016 18:40,170.96666666666667,55.0
629,INC0000232,Closed,False,1,0,13,False,Caller 3032,Opened by  501,29/2/2016 12:20,908,24/3/2016 18:50,Phone,Location 143,Category 45,Subcategory 200,3 - Low,3 - Low,4 - Low,Group 70,Resolver 150,True,False,Do Not Notify,code 7,Resolved by 134,12/3/2016 21:23,24/3/2016 18:50,297.05,45.0
633,INC0000236,Closed,False,0,0,3,True,Caller 3640,Opened by  131,29/2/2016 12:26,908,5/3/2016 14:00,Phone,Location 108,Category 45,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,,True,False,Do Not Notify,code 7,Resolved by 66,29/2/2016 13:16,5/3/2016 14:00,0.8333333333333334,45.0
637,INC0000237,Closed,False,0,0,3,True,Caller 2047,Opened by  62,29/2/2016 12:27,908,6/3/2016 15:00,Phone,Location 108,Category 45,Subcategory 200,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,True,False,Do Not Notify,code 10,Resolved by 32,1/3/2016 14:04,6/3/2016 15:00,25.616666666666667,45.0
646,INC0000246,Closed,False,1,0,9,False,Caller 5620,Opened by  24,29/2/2016 12:41,908,9/3/2016 12:00,Phone,Location 108,Category 20,Subcategory 103,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,True,False,Do Not Notify,code 6,Resolved by 33,4/3/2016 11:56,9/3/2016 12:00,95.25,20.0
663,INC0000250,Closed,False,4,0,17,False,Caller 1679,Opened by  301,29/2/2016 12:43,908,24/3/2016 18:50,Phone,Location 161,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 150,True,False,Do Not Notify,code 7,Resolved by 134,12/3/2016 21:30,24/3/2016 18:50,296.78333333333336,32.0
670,INC0000253,Closed,False,1,0,6,True,Caller 1001,Opened by  55,29/2/2016 12:43,908,7/3/2016 10:00,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 28,,True,False,Do Not Notify,code 6,Resolved by 71,2/3/2016 09:08,7/3/2016 10:00,44.416666666666664,26.0
674,INC0000257,Closed,False,0,0,3,True,Caller 5072,Opened by  501,29/2/2016 12:48,908,5/3/2016 23:00,Phone,Location 115,Category 37,Subcategory 144,2 - Medium,2 - Medium,3 - Moderate,Group 12,,True,False,Do Not Notify,code 6,Resolved by 24,29/2/2016 22:28,5/3/2016 23:00,9.666666666666666,37.0
684,INC0000259,Closed,False,1,0,9,True,Caller 5182,Opened by  62,29/2/2016 12:50,908,7/3/2016 11:00,Phone,Location 108,Category 9,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,code 11,Resolved by 153,2/3/2016 10:39,7/3/2016 11:00,45.81666666666667,9.0
687,INC0000260,Closed,False,0,0,3,True,Caller 2690,Opened by  257,29/2/2016 12:52,908,8/3/2016 16:00,Phone,Location 51,Category 17,Subcategory 90,2 - Medium,2 - Medium,3 - Moderate,Group 69,,True,False,Do Not Notify,code 8,Resolved by 56,3/3/2016 15:09,8/3/2016 16:00,74.28333333333333,17.0
695,INC0000261,Closed,False,0,0,7,True,Caller 1393,Opened by  128,29/2/2016 12:54,300,29/2/2016 17:47,Phone,Location 197,Category 42,Subcategory 31,1 - High,1 - High,1 - Critical,Group 3,Resolver 71,True,True,Do Not Notify,code 1,Resolved by 64,29/2/2016 17:47,29/2/2016 17:47,4.883333333333334,42.0
703,INC0000262,Closed,False,1,0,7,True,Caller 4180,Opened by  40,29/2/2016 12:59,908,7/3/2016 10:00,Phone,Location 143,Category 53,Subcategory 271,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,False,Do Not Notify,code 6,Resolved by 71,2/3/2016 09:21,7/3/2016 10:00,44.36666666666667,53.0
711,INC0000265,Closed,False,4,0,9,True,Caller 2441,Opened by  55,29/2/2016 13:14,908,7/3/2016 16:00,Phone,Location 136,Category 20,Subcategory 103,2 - Medium,2 - Medium,3 - Moderate,Group 69,,True,False,Do Not Notify,code 8,Resolved by 83,2/3/2016 15:29,7/3/2016 16:00,50.25,20.0
723,INC0000266,Closed,False,1,0,11,False,Caller 1009,Opened by  40,29/2/2016 13:18,908,9/3/2016 17:00,Phone,Location 143,Category 53,Subcategory 271,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,False,Do Not Notify,code 6,Resolved by 71,4/3/2016 16:24,9/3/2016 17:00,99.1,53.0
741,INC0000268,Closed,False,1,0,17,False,Caller 2729,Opened by  301,29/2/2016 13:24,908,24/3/2016 18:40,Phone,Location 59,Category 9,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,code 6,Resolved by 153,9/3/2016 08:46,24/3/2016 18:40,211.36666666666667,9.0
755,INC0000272,Closed,False,4,0,12,False,Caller 4167,Opened by  221,29/2/2016 13:36,908,24/3/2016 18:40,Phone,Location 143,Category 42,Subcategory 31,3 - Low,2 - Medium,4 - Low,Group 39,,True,False,Do Not Notify,code 6,Resolved by 166,8/3/2016 15:35,24/3/2016 18:40,193.98333333333332,42.0
761,INC0000273,Closed,False,1,0,5,False,Caller 4756,Opened by  40,29/2/2016 13:36,908,9/3/2016 15:00,Phone,Location 93,Category 53,Subcategory 168,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,code 6,Resolved by 196,4/3/2016 14:38,9/3/2016 15:00,97.03333333333333,53.0
767,INC0000278,Closed,False,0,0,5,True,Caller 4414,Opened by  433,29/2/2016 13:48,908,5/3/2016 15:00,Phone,Location 51,Category 45,Subcategory 29,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 134,True,False,Do Not Notify,code 6,Resolved by 120,29/2/2016 14:46,5/3/2016 15:00,0.9666666666666667,45.0
771,INC0000279,Closed,False,0,0,3,True,Caller 5620,Opened by  55,29/2/2016 13:50,908,7/3/2016 02:00,Phone,Location 108,Category 20,Subcategory 103,2 - Medium,2 - Medium,3 - Moderate,Group 70,,True,False,Do Not Notify,code 2,Resolved by 174,2/3/2016 01:03,7/3/2016 02:00,35.21666666666667,20.0
783,INC0000280,Closed,False,5,0,12,False,Caller 5374,Opened by  301,29/2/2016 13:50,908,24/3/2016 18:40,Phone,Location 108,Category 20,Subcategory 125,2 - Medium,2 - Medium,3 - Moderate,Group 70,,True,False,Do Not Notify,code 6,Resolved by 24,7/3/2016 19:57,24/3/2016 18:40,174.11666666666667,20.0
787,INC0000282,Closed,False,0,0,3,True,Caller 1403,Opened by  40,29/2/2016 13:52,908,8/3/2016 13:00,Phone,Location 143,Category 53,Subcategory 271,2 - Medium,2 - Medium,3 - Moderate,Group 70,,True,False,Do Not Notify,code 6,Resolved by 15,3/3/2016 12:34,8/3/2016 13:00,70.7,53.0
796,INC0000283,Closed,False,1,0,10,True,Caller 99,Opened by  386,29/2/2016 13:54,908,6/3/2016 10:00,Phone,Location 51,Category 42,Subcategory 31,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,True,False,Do Not Notify,code 6,Resolved by 166,1/3/2016 09:26,6/3/2016 10:00,19.533333333333335,42.0
802,INC0000284,Closed,False,0,0,5,True,Caller 676,Opened by  62,29/2/2016 13:55,908,7/3/2016 12:00,Phone,Location 143,Category 53,Subcategory 13,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,False,Do Not Notify,code 6,Resolved by 71,2/3/2016 11:57,7/3/2016 12:00,46.03333333333333,53.0
808,INC0000285,Closed,False,0,0,5,True,Caller 4858,Opened by  55,29/2/2016 13:56,908,7/3/2016 01:00,Phone,Location 136,Category 45,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,,True,False,Do Not Notify,code 6,Resolved by 174,2/3/2016 00:55,7/3/2016 01:00,34.983333333333334,45.0
813,INC0000286,Closed,False,1,0,6,True,Caller 3221,Opened by  40,29/2/2016 13:56,908,8/3/2016 17:00,Phone,Location 143,Category 53,Subcategory 168,2 - Medium,2 - Medium,3 - Moderate,Group 28,,True,False,Do Not Notify,code 6,Resolved by 71,3/3/2016 16:07,8/3/2016 17:00,74.18333333333334,53.0
825,INC0000292,Closed,False,3,0,10,True,Caller 1163,Opened by  501,29/2/2016 14:04,908,7/3/2016 10:00,Phone,Location 143,Category 20,Subcategory 125,3 - Low,3 - Low,4 - Low,Group 28,Resolver 236,True,False,Do Not Notify,code 6,Resolved by 215,2/3/2016 09:57,7/3/2016 10:00,43.88333333333333,20.0
846,INC0000294,Closed,False,1,1,26,False,Caller 781,Opened by  240,29/2/2016 14:06,908,24/3/2016 18:50,Phone,Location 204,Category 20,Subcategory 125,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,code 6,Resolved by 53,14/3/2016 08:25,24/3/2016 18:50,330.31666666666666,20.0
851,INC0000295,Closed,False,0,0,4,False,Caller 378,Opened by  221,29/2/2016 14:09,908,9/3/2016 10:00,Phone,Location 93,Category 13,Subcategory 302,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,True,False,Do Not Notify,code 4,Resolved by 62,4/3/2016 09:33,9/3/2016 10:00,91.4,13.0
857,INC0000297,Closed,False,0,0,5,False,Caller 378,Opened by  221,29/2/2016 14:15,908,9/3/2016 10:00,Phone,Location 93,Category 13,Subcategory 302,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,True,False,Do Not Notify,code 4,Resolved by 62,4/3/2016 09:34,9/3/2016 10:00,91.31666666666666,13.0
862,INC0000298,Closed,False,0,0,93,False,Caller 5051,Opened by  433,29/2/2016 14:16,908,30/11/2016 08:10,Phone,Location 204,Category 53,Subcategory 113,3 - Low,3 - Low,4 - Low,Group 66,Resolver 18,False,True,Do Not Notify,code 6,Resolved by 16,25/11/2016 08:07,30/11/2016 08:10,6473.85,53.0
869,INC0000301,Closed,False,1,0,6,True,Caller 378,Opened by  221,29/2/2016 14:22,908,6/3/2016 12:00,Phone,Location 93,Category 45,Subcategory 29,2 - Medium,2 - Medium,3 - Moderate,Group 55,,True,False,Do Not Notify,code 6,Resolved by 195,1/3/2016 11:35,6/3/2016 12:00,21.216666666666665,45.0
879,INC0000302,Closed,False,2,0,14,False,Caller 4598,Opened by  55,29/2/2016 14:23,908,27/3/2016 12:59,Phone,Location 93,Category 35,Subcategory 28,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,True,Do Not Notify,code 6,Resolved by 30,22/3/2016 12:57,27/3/2016 12:59,526.5666666666667,35.0
887,INC0000303,Closed,False,0,0,10,False,Caller 3479,Opened by  325,29/2/2016 14:23,908,24/3/2016 18:50,Phone,Location 143,Category 53,Subcategory 109,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,True,False,Do Not Notify,code 7,Resolved by 143,10/3/2016 17:47,24/3/2016 18:50,243.4,53.0
893,INC0000304,Closed,False,0,0,5,True,Caller 378,Opened by  221,29/2/2016 14:25,908,8/3/2016 16:00,Phone,Location 93,Category 53,Subcategory 168,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,True,False,Do Not Notify,code 6,Resolved by 62,3/3/2016 15:09,8/3/2016 16:00,72.73333333333333,53.0
903,INC0000305,Closed,False,1,0,10,False,Caller 685,Opened by  221,29/2/2016 14:28,908,9/3/2016 15:00,Phone,Location 143,Category 53,Subcategory 168,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,False,Do Not Notify,code 6,Resolved by 71,4/3/2016 14:41,9/3/2016 15:00,96.21666666666667,53.0
907,INC0000306,Closed,False,0,0,3,True,Caller 4167,Opened by  62,29/2/2016 14:28,908,7/3/2016 17:00,Phone,Location 143,Category 23,Subcategory 3,2 - Medium,2 - Medium,3 - Moderate,Group 54,,True,False,Do Not Notify,code 7,Resolved by 208,2/3/2016 16:48,7/3/2016 17:00,50.333333333333336,23.0
912,INC0000307,Closed,False,0,0,102,False,Caller 3038,Opened by  433,29/2/2016 14:30,908,24/12/2016 15:00,Phone,Location 204,Category 45,Subcategory 220,3 - Low,3 - Low,4 - Low,Group 66,Resolver 18,False,True,Do Not Notify,code 6,Resolved by 16,19/12/2016 14:55,24/12/2016 15:00,7056.416666666667,45.0
916,INC0000310,Closed,False,0,0,4,True,Caller 369,Opened by  433,29/2/2016 14:33,908,6/3/2016 14:00,Phone,Location 204,Category 45,Subcategory 220,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,True,False,Do Not Notify,code 5,Resolved by 184,1/3/2016 13:47,6/3/2016 14:00,23.233333333333334,45.0
922,INC0000315,Closed,False,1,0,6,False,Caller 99,Opened by  386,29/2/2016 14:37,908,24/3/2016 18:40,Phone,Location 51,Category 23,Subcategory 3,2 - Medium,2 - Medium,3 - Moderate,Group 72,,True,False,Do Not Notify,code 16,Resolved by 99,7/3/2016 09:12,24/3/2016 18:40,162.58333333333334,23.0
928,INC0000317,Closed,False,0,0,23,False,Caller 387,Opened by  433,29/2/2016 14:40,908,30/4/2016 17:07,Phone,Location 204,Category 45,Subcategory 220,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,True,True,Do Not Notify,code 6,Resolved by 158,25/4/2016 17:06,30/4/2016 17:07,1346.4333333333334,45.0
934,INC0000318,Closed,False,0,0,16,False,Caller 3038,Opened by  433,29/2/2016 14:43,908,2/4/2016 13:59,Phone,Location 204,Category 45,Subcategory 220,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,True,True,Do Not Notify,code 6,Resolved by 158,28/3/2016 12:10,2/4/2016 13:59,669.45,45.0
939,INC0000319,Closed,False,1,0,4,True,Caller 2443,Opened by  62,29/2/2016 14:44,908,7/3/2016 16:00,Phone,Location 204,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,True,False,Do Not Notify,code 6,Resolved by 76,2/3/2016 15:12,7/3/2016 16:00,48.46666666666667,37.0
946,INC0000324,Closed,False,0,0,45,False,Caller 787,Opened by  381,29/2/2016 14:47,908,21/6/2016 10:00,Phone,Location 93,Category 45,Subcategory 88,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,False,True,Do Not Notify,code 6,Resolved by 165,16/6/2016 09:34,21/6/2016 10:00,2586.7833333333333,45.0
950,INC0000325,Closed,False,0,0,11,False,Caller 369,Opened by  433,29/2/2016 14:49,908,24/3/2016 18:59,Phone,Location 204,Category 45,Subcategory 220,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,True,False,Do Not Notify,code 6,Resolved by 184,16/3/2016 08:56,24/3/2016 18:59,378.1166666666667,45.0
966,INC0000329,Closed,False,4,0,18,False,Caller 1250,Opened by  301,29/2/2016 14:50,908,24/3/2016 18:59,Phone,Location 143,Category 42,Subcategory 31,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,False,Do Not Notify,code 6,Resolved by 71,16/3/2016 11:38,24/3/2016 18:59,380.8,42.0
971,INC0000330,Closed,False,0,0,11,False,Caller 4162,Opened by  433,29/2/2016 14:52,908,24/3/2016 18:59,Phone,Location 204,Category 45,Subcategory 220,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,True,False,Do Not Notify,code 7,Resolved by 184,18/3/2016 13:44,24/3/2016 18:59,430.8666666666667,45.0
988,INC0000332,Closed,False,5,0,20,False,Caller 800,Opened by  55,29/2/2016 14:53,908,24/3/2016 18:40,Phone,Location 212,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,True,False,Do Not Notify,code 7,Resolved by 32,9/3/2016 10:50,24/3/2016 18:40,211.95,26.0
991,INC0000333,Closed,False,0,0,22,False,Caller 369,Opened by  433,29/2/2016 14:56,908,4/5/2016 10:07,Phone,Location 204,Category 45,Subcategory 223,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,True,True,Do Not Notify,code 6,Resolved by 158,29/4/2016 09:41,4/5/2016 10:07,1434.75,45.0
995,INC0000336,Closed,False,0,0,7,False,Caller 387,Opened by  433,29/2/2016 15:03,908,24/3/2016 18:50,Phone,Location 204,Category 45,Subcategory 220,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,True,False,Do Not Notify,code 6,Resolved by 158,10/3/2016 17:27,24/3/2016 18:50,242.4,45.0
998,INC0000337,Closed,False,0,0,33,False,Caller 1895,Opened by  433,29/2/2016 15:07,908,4/6/2016 13:07,Phone,Location 204,Category 45,Subcategory 220,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,True,True,Do Not Notify,code 6,Resolved by 158,30/5/2016 12:23,4/6/2016 13:07,2181.266666666667,45.0
1003,INC0000338,Closed,False,0,0,16,False,Caller 4162,Opened by  433,29/2/2016 15:10,908,10/4/2016 14:59,Phone,Location 204,Category 45,Subcategory 220,3 - Low,3 - Low,4 - Low,Group 66,Resolver 203,True,True,Do Not Notify,code 6,Resolved by 158,5/4/2016 14:18,10/4/2016 14:59,863.1333333333333,45.0
1006,INC0000339,Closed,False,0,0,2,True,Caller 3056,Opened by  386,29/2/2016 15:12,908,5/3/2016 17:00,Phone,Location 51,Category 26,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 23,,True,False,Do Not Notify,code 4,Resolved by 62,29/2/2016 16:17,5/3/2016 17:00,1.0833333333333333,26.0
1014,INC0000341,Closed,False,0,0,62,False,Caller 527,Opened by  433,29/2/2016 15:13,908,7/8/2016 15:00,Phone,Location 204,Category 45,Subcategory 220,1 - High,1 - High,1 - Critical,Group 66,Resolver 193,True,True,Do Not Notify,code 6,Resolved by 16,2/8/2016 14:33,7/8/2016 15:00,3719.3333333333335,45.0
1019,INC0000343,Closed,False,0,0,106,False,Caller 409,Opened by  381,29/2/2016 15:14,908,27/12/2016 10:00,Phone,Location 204,Category 45,Subcategory 88,2 - Medium,3 - Low,4 - Low,Group 31,Resolver 182,False,True,Do Not Notify,code 1,Resolved by 165,22/12/2016 09:31,27/12/2016 10:00,7122.283333333334,45.0
